Command, Domain, Solver, Iteration Operation, Priority, SAT, Solution nº, Response Time(ms)
Run Count for 5, Integer, z3, MAXSUPP, None, SAT, 20, 801
Run Count for 5, Integer, z3, MAXSUPP, None, SAT, 21, 4009
Run Count for 5, Integer, z3, MAXSUPP, None, SAT, 22, 601
Run Count for 5, Integer, z3, MAXSUPP, None, SAT, 23, 2760
Run Count for 5, Integer, z3, MAXSUPP, None, SAT, 24, 721
Run Count for 5, Integer, z3, MAXSUPP, None, SAT, 25, 2440
Run Count for 5, Integer, z3, MAXSUPP, None, SAT, 26, 881
Run Count for 5, Integer, z3, MAXSUPP, None, SAT, 27, 3667
Run Count for 5, Integer, z3, MAXSUPP, None, SAT, 28, 829
Run Count for 5, Integer, z3, MAXSUPP, None, SAT, 29, 2576
Run Count for 5, Integer, z3, MAXSUPP, None, SAT, 30, 762
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 0, 122
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 1, 3831
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 2, 1893
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 3, 3516
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 4, 1520
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 5, 5756
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 6, 1769
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 7, 4477
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 8, 1737
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 9, 3414
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 10, 2237
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 11, 4272
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 12, 1906
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 13, 4559
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 14, 2409
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 15, 4174
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 16, 1903
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 17, 3932
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 18, 1975
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 19, 3525
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 20, 2017
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 21, 2787
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 22, 2879
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 23, 3838
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 24, 1981
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 25, 3845
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 26, 1753
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 27, 3344
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 28, 2296
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 29, 3855
Run Forest for 5, Integer, z3, MAXSUPP, None, SAT, 30, 1771
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 0, 233
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 1, 2811
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 2, 19846
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 3, 1482
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 4, 13784
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 5, 1171
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 6, 4638
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 7, 1080
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 8, 11584
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 9, 874
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 10, 846
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 11, 567
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 12, 2821
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 13, 617
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 14, 2227
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 15, 653
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 16, 6035
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 17, 845
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 18, 18049
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 19, 798
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 20, 7796
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 21, 1037
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 22, 10981
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 23, 1129
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 24, 4710
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 25, 1241
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 26, 3660
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 27, 1190
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 28, 11963
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 29, 987
Run Connected for 5, Integer, z3, MAXSUPP, None, SAT, 30, 11059
Run Count for 5, Integer, z3, NAIVE_QT, None, SAT, 0, 140
Run Count for 5, Integer, z3, NAIVE_QT, None, UNSAT, 1, 23
Run Forest for 5, Integer, z3, NAIVE_QT, None, SAT, 0, 112
Run Forest for 5, Integer, z3, NAIVE_QT, None, UNSAT, 1, 22
Run Connected for 5, Integer, z3, NAIVE_QT, None, SAT, 0, 218
Run Connected for 5, Integer, z3, NAIVE_QT, None, UNSAT, 1, 29
Run Count for 5, Integer, z3, SDST, LEX, SAT, 0, 130
Run Count for 5, Integer, z3, SDST, LEX, UNSAT, 1, 25
Run Forest for 5, Integer, z3, SDST, LEX, SAT, 0, 110
Run Forest for 5, Integer, z3, SDST, LEX, UNSAT, 1, 24
Run Connected for 5, Integer, z3, SDST, LEX, SAT, 0, 217
Run Connected for 5, Integer, z3, SDST, LEX, UNSAT, 1, 38
Run Count for 5, Integer, z3, SDST, BOX, SAT, 0, 134
Run Count for 5, Integer, z3, SDST, BOX, UNSAT, 1, 28
Run Forest for 5, Integer, z3, SDST, BOX, SAT, 0, 106
Run Forest for 5, Integer, z3, SDST, BOX, UNSAT, 1, 29
Run Connected for 5, Integer, z3, SDST, BOX, SAT, 0, 224
Run Connected for 5, Integer, z3, SDST, BOX, UNSAT, 1, 40
Run Count for 5, Integer, z3, SDST, PARETO, SAT, 0, 139
Run Count for 5, Integer, z3, SDST, PARETO, UNSAT, 1, 24
Run Forest for 5, Integer, z3, SDST, PARETO, SAT, 0, 99
Run Forest for 5, Integer, z3, SDST, PARETO, UNSAT, 1, 23
Run Connected for 5, Integer, z3, SDST, PARETO, SAT, 0, 224
Run Connected for 5, Integer, z3, SDST, PARETO, UNSAT, 1, 33
Run Count for 5, Integer, z3, VDST, LEX, SAT, 0, 147
Run Count for 5, Integer, z3, VDST, LEX, UNSAT, 1, 24
Run Forest for 5, Integer, z3, VDST, LEX, SAT, 0, 98
Run Forest for 5, Integer, z3, VDST, LEX, UNSAT, 1, 26
Run Connected for 5, Integer, z3, VDST, LEX, SAT, 0, 246
Run Connected for 5, Integer, z3, VDST, LEX, UNSAT, 1, 34
Run Count for 5, Integer, z3, VDST, BOX, SAT, 0, 156
Run Count for 5, Integer, z3, VDST, BOX, UNSAT, 1, 31
Run Forest for 5, Integer, z3, VDST, BOX, SAT, 0, 113
Run Forest for 5, Integer, z3, VDST, BOX, UNSAT, 1, 29
Run Connected for 5, Integer, z3, VDST, BOX, SAT, 0, 227
Run Connected for 5, Integer, z3, VDST, BOX, UNSAT, 1, 34
Run Count for 5, Integer, z3, VDST, PARETO, SAT, 0, 130
Run Count for 5, Integer, z3, VDST, PARETO, UNSAT, 1, 23
Run Forest for 5, Integer, z3, VDST, PARETO, SAT, 0, 104
Run Forest for 5, Integer, z3, VDST, PARETO, UNSAT, 1, 24
Run Connected for 5, Integer, z3, VDST, PARETO, SAT, 0, 208
Run Connected for 5, Integer, z3, VDST, PARETO, UNSAT, 1, 33
Run Count for 5, Integer, z3, VAVG, LEX, SAT, 0, 132
Run Count for 5, Integer, z3, VAVG, LEX, UNSAT, 1, 28
Run Forest for 5, Integer, z3, VAVG, LEX, SAT, 0, 98
Run Forest for 5, Integer, z3, VAVG, LEX, UNSAT, 1, 24
Run Connected for 5, Integer, z3, VAVG, LEX, SAT, 0, 221
Run Connected for 5, Integer, z3, VAVG, LEX, UNSAT, 1, 40
Run Count for 5, Integer, z3, VAVG, BOX, SAT, 0, 133
Run Count for 5, Integer, z3, VAVG, BOX, UNSAT, 1, 29
Run Forest for 5, Integer, z3, VAVG, BOX, SAT, 0, 97
Run Forest for 5, Integer, z3, VAVG, BOX, UNSAT, 1, 25
Run Connected for 5, Integer, z3, VAVG, BOX, SAT, 0, 221
Run Connected for 5, Integer, z3, VAVG, BOX, UNSAT, 1, 36
Run Count for 5, Integer, z3, VAVG, PARETO, SAT, 0, 135
Run Count for 5, Integer, z3, VAVG, PARETO, UNSAT, 1, 32
Run Forest for 5, Integer, z3, VAVG, PARETO, SAT, 0, 113
Run Forest for 5, Integer, z3, VAVG, PARETO, UNSAT, 1, 24
Run Connected for 5, Integer, z3, VAVG, PARETO, SAT, 0, 222
Run Connected for 5, Integer, z3, VAVG, PARETO, UNSAT, 1, 37
Run Count for 5, Integer, z3, SAVG, None, SAT, 0, 136
Run Count for 5, Integer, z3, SAVG, None, UNSAT, 1, 35
Run Forest for 5, Integer, z3, SAVG, None, SAT, 0, 96
Run Forest for 5, Integer, z3, SAVG, None, UNSAT, 1, 25
Run Connected for 5, Integer, z3, SAVG, None, SAT, 0, 209
Run Connected for 5, Integer, z3, SAVG, None, UNSAT, 1, 39
